## Cluster data 
Fraction	Trial	Configuration #	#DDT	DDT Fraction	#PEG	PEG Fraction	Total Fraction of Surface Covered
0.20	6	5	[102]	[0.707]	[18, 4, 1, 1, 1]	[0.124, 0.022, 0.006, 0.008, 0.006]	0.8729
0.20	6	6	[102]	[0.710]	[1, 4, 1, 1, 18]	[0.008, 0.019, 0.006, 0.006, 0.119]	0.8674
0.20	6	7	[102]	[0.702]	[18, 1, 1, 1, 4]	[0.127, 0.006, 0.008, 0.006, 0.022]	0.8702
0.20	6	8	[102]	[0.691]	[18, 4, 1, 1, 1]	[0.124, 0.025, 0.008, 0.006, 0.006]	0.8591
0.20	6	9	[102]	[0.699]	[1, 1, 1, 3, 18, 1]	[0.006, 0.006, 0.006, 0.014, 0.124, 0.006]	0.8591
0.20	6	10	[102]	[0.693]	[3, 1, 1, 18, 1, 1]	[0.017, 0.006, 0.006, 0.119, 0.008, 0.008]	0.8564
0.30	1	1	[92]	[0.633]	[33, 4, 1, 1]	[0.238, 0.028, 0.006, 0.006]	0.9088
0.30	1	2	[92]	[0.624]	[4, 1, 1, 33]	[0.028, 0.006, 0.008, 0.238]	0.9033
0.30	1	3	[92]	[0.630]	[4, 34, 1]	[0.028, 0.240, 0.006]	0.9033
0.30	1	4	[92]	[0.630]	[4, 1, 34]	[0.028, 0.006, 0.246]	0.9088
0.30	1	5	[92]	[0.627]	[4, 1, 34]	[0.028, 0.003, 0.243]	0.9006
0.30	1	6	[92]	[0.630]	[4, 34, 1]	[0.028, 0.240, 0.006]	0.9033
0.30	1	7	[92]	[0.633]	[1, 4, 34]	[0.006, 0.028, 0.238]	0.9033
0.30	1	8	[92]	[0.622]	[4, 1, 34]	[0.028, 0.006, 0.232]	0.8867
0.30	1	9	[92]	[0.622]	[1, 4, 34]	[0.006, 0.028, 0.238]	0.8923
0.30	1	10	[92]	[0.630]	[34, 4, 1]	[0.232, 0.025, 0.006]	0.8923
0.30	2	1	[8, 84]	[0.055, 0.572]	[1, 4, 34]	[0.006, 0.028, 0.232]	0.8923
0.30	2	2	[8, 84]	[0.061, 0.580]	[34, 4, 1]	[0.224, 0.028, 0.006]	0.8978
0.30	2	3	[8, 84]	[0.055, 0.575]	[4, 34, 1]	[0.028, 0.229, 0.006]	0.8923
0.30	2	4	[8, 84]	[0.058, 0.580]	[34, 1, 4]	[0.224, 0.006, 0.022]	0.8895
0.30	2	5	[84, 8]	[0.583, 0.064]	[4, 1, 34]	[0.028, 0.006, 0.215]	0.8950
0.30	2	6	[8, 84]	[0.058, 0.580]	[4, 1, 34]	[0.028, 0.006, 0.221]	0.8923
0.30	2	7	[8, 84]	[0.064, 0.583]	[1, 2, 34, 2]	[0.006, 0.011, 0.221, 0.017]	0.9006
0.30	2	8	[84, 8]	[0.566, 0.061]	[2, 2, 1, 34]	[0.017, 0.014, 0.006, 0.218]	0.8812
0.30	2	9	[8, 84]	[0.058, 0.572]	[1, 34, 4]	[0.006, 0.227, 0.025]	0.8867
0.30	2	10	[8, 84]	[0.061, 0.569]	[34, 4, 1]	[0.224, 0.030, 0.006]	0.8895
0.30	3	1	[92]	[0.633]	[9, 1, 1, 2, 1, 22, 1, 2]	[0.055, 0.006, 0.008, 0.011, 0.008, 0.138, 0.008, 0.011]	0.8785
0.30	3	2	[92]	[0.635]	[1, 1, 9, 2, 1, 1, 2, 22]	[0.008, 0.008, 0.058, 0.014, 0.006, 0.008, 0.011, 0.138]	0.8867
0.30	3	3	[92]	[0.641]	[2, 22, 1, 1, 3, 9, 1]	[0.011, 0.144, 0.008, 0.008, 0.025, 0.055, 0.003]	0.8950
0.30	3	4	[92]	[0.635]	[1, 1, 21, 1, 1, 2, 2, 1, 9]	[0.008, 0.006, 0.138, 0.008, 0.008, 0.014, 0.014, 0.008, 0.055]	0.8950
0.30	3	5	[92]	[0.633]	[1, 1, 1, 1, 26, 9]	[0.008, 0.006, 0.006, 0.008, 0.180, 0.058]	0.8978
0.30	3	6	[5, 87]	[0.039, 0.594]	[24, 1, 2, 1, 9, 2]	[0.157, 0.006, 0.008, 0.008, 0.058, 0.011]	0.8812
0.30	3	7	[92]	[0.638]	[1, 24, 2, 2, 1, 1, 8]	[0.003, 0.166, 0.006, 0.011, 0.006, 0.008, 0.044]	0.8812
0.30	3	8	[92]	[0.641]	[23, 1, 1, 2, 1, 2, 9]	[0.152, 0.003, 0.008, 0.008, 0.006, 0.014, 0.055]	0.8867
0.30	3	9	[92]	[0.649]	[2, 1, 1, 2, 9, 1, 1, 22]	[0.011, 0.006, 0.006, 0.014, 0.050, 0.008, 0.006, 0.146]	0.8950
0.30	3	10	[92]	[0.646]	[1, 2, 1, 1, 2, 22, 1, 9]	[0.003, 0.011, 0.006, 0.008, 0.014, 0.146, 0.006, 0.050]	0.8895
0.30	4	1	[1, 91]	[0.008, 0.624]	[13, 1, 11, 13, 1]	[0.077, 0.006, 0.069, 0.080, 0.006]	0.8702
0.30	4	2	[91, 1]	[0.630, 0.008]	[12, 1, 13, 13]	[0.072, 0.006, 0.077, 0.077]	0.8702
0.30	4	3	[91, 1]	[0.633, 0.008]	[13, 12, 13, 1]	[0.080, 0.072, 0.080, 0.006]	0.8785
0.30	4	4	[2, 90]	[0.017, 0.608]	[8, 1, 14, 3, 13]	[0.050, 0.006, 0.088, 0.017, 0.080]	0.8646
0.30	4	5	[1, 91]	[0.006, 0.630]	[12, 14, 1, 12]	[0.072, 0.088, 0.006, 0.077]	0.8785
0.30	4	6	[1, 91]	[0.006, 0.635]	[12, 12, 1, 14]	[0.075, 0.075, 0.006, 0.088]	0.8840
0.30	4	7	[92]	[0.627]	[14, 1, 12, 12]	[0.088, 0.006, 0.077, 0.077]	0.8757
0.30	4	8	[1, 91]	[0.008, 0.622]	[1, 1, 12, 11, 14]	[0.006, 0.006, 0.075, 0.072, 0.083]	0.8702
0.30	4	9	[91, 1]	[0.613, 0.008]	[1, 11, 14, 12, 1]	[0.008, 0.072, 0.088, 0.080, 0.006]	0.8757
0.30	4	10	[91, 1]	[0.627, 0.008]	[12, 12, 1, 14]	[0.072, 0.080, 0.006, 0.088]	0.8812
0.30	5	1	[91, 1]	[0.652, 0.008]	[3, 1, 9, 1, 25]	[0.019, 0.006, 0.058, 0.006, 0.155]	0.9033
0.30	5	2	[92]	[0.655]	[1, 8, 2, 1, 24, 3]	[0.008, 0.052, 0.011, 0.003, 0.149, 0.019]	0.8978
0.30	5	3	[91, 1]	[0.646, 0.008]	[9, 3, 23, 1, 1, 2]	[0.061, 0.019, 0.141, 0.008, 0.006, 0.011]	0.9006
0.30	5	4	[1, 91]	[0.008, 0.649]	[9, 1, 2, 1, 23, 3]	[0.061, 0.006, 0.008, 0.006, 0.141, 0.017]	0.8950
0.30	5	5	[91, 1]	[0.646, 0.008]	[1, 2, 1, 23, 3, 9]	[0.006, 0.008, 0.008, 0.144, 0.019, 0.064]	0.9033
0.30	5	6	[1, 91]	[0.008, 0.633]	[3, 9, 25, 1, 1]	[0.019, 0.058, 0.160, 0.008, 0.006]	0.8923
0.30	5	7	[92]	[0.633]	[2, 8, 1, 27, 1]	[0.014, 0.050, 0.006, 0.177, 0.008]	0.8867
0.30	5	8	[92]	[0.649]	[2, 1, 1, 22, 9, 1, 3]	[0.011, 0.006, 0.006, 0.141, 0.058, 0.006, 0.019]	0.8950
0.30	5	9	[92]	[0.649]	[3, 2, 1, 1, 1, 1, 22, 8]	[0.019, 0.011, 0.003, 0.003, 0.006, 0.008, 0.135, 0.055]	0.8895
0.30	5	10	[92]	[0.649]	[1, 1, 3, 25, 8, 1]	[0.003, 0.008, 0.019, 0.155, 0.055, 0.006]	0.8950
0.30	6	1	[1, 91]	[0.006, 0.605]	[2, 37]	[0.011, 0.251]	0.8729
0.30	6	2	[1, 91]	[0.006, 0.610]	[2, 37]	[0.011, 0.249]	0.8757
0.30	6	3	[91, 1]	[0.616, 0.003]	[2, 27, 10]	[0.011, 0.185, 0.064]	0.8785
0.30	6	4	[91, 1]	[0.610, 0.006]	[37, 2]	[0.254, 0.008]	0.8785
0.30	6	5	[91, 1]	[0.613, 0.008]	[2, 37]	[0.011, 0.243]	0.8757
0.30	6	6	[1, 91]	[0.006, 0.597]	[22, 15, 2]	[0.152, 0.108, 0.014]	0.8757
0.30	6	7	[1, 91]	[0.008, 0.605]	[22, 2, 15]	[0.149, 0.008, 0.099]	0.8702
0.30	6	8	[91, 1]	[0.605, 0.008]	[37, 2]	[0.254, 0.011]	0.8785
0.30	6	9	[91, 1]	[0.608, 0.008]	[15, 22, 2]	[0.102, 0.149, 0.011]	0.8785
0.30	6	10	[91, 1]	[0.610, 0.006]	[15, 2, 22]	[0.097, 0.011, 0.155]	0.8785
0.30	1	1	[9, 83]	[0.066, 0.575]	[7, 7, 11, 7, 7]	[0.041, 0.041, 0.075, 0.044, 0.041]	0.8840
0.30	1	2	[84, 8]	[0.575, 0.058]	[7, 7, 1, 5, 19]	[0.041, 0.047, 0.006, 0.030, 0.127]	0.8840
0.30	1	3	[8, 84]	[0.058, 0.583]	[1, 7, 5, 7, 19]	[0.006, 0.044, 0.030, 0.044, 0.133]	0.8978
0.30	1	4	[84, 8]	[0.580, 0.058]	[5, 19, 7, 1, 7]	[0.025, 0.122, 0.044, 0.006, 0.047]	0.8812
0.30	1	5	[9, 83]	[0.064, 0.566]	[5, 7, 18, 1, 1, 7]	[0.028, 0.050, 0.116, 0.006, 0.008, 0.047]	0.8840
0.30	1	6	[9, 83]	[0.061, 0.561]	[18, 7, 1, 7, 5, 1]	[0.113, 0.044, 0.008, 0.047, 0.030, 0.006]	0.8702
0.30	1	7	[9, 83]	[0.066, 0.561]	[8, 18, 1, 1, 4, 7]	[0.052, 0.124, 0.006, 0.006, 0.022, 0.044]	0.8812
0.30	1	8	[83, 9]	[0.564, 0.064]	[4, 7, 27, 1]	[0.019, 0.047, 0.185, 0.006]	0.8840
0.30	1	9	[83, 9]	[0.569, 0.061]	[7, 27, 1, 4]	[0.044, 0.185, 0.006, 0.019]	0.8840
0.30	1	10	[9, 83]	[0.066, 0.572]	[7, 20, 1, 4, 7]	[0.047, 0.133, 0.006, 0.019, 0.044]	0.8867
0.30	2	1	[1, 91]	[0.008, 0.638]	[27, 8, 1, 1, 1, 1]	[0.185, 0.050, 0.006, 0.006, 0.008, 0.006]	0.9061
0.30	2	2	[1, 91]	[0.008, 0.635]	[1, 1, 8, 27, 1, 1]	[0.006, 0.006, 0.047, 0.188, 0.006, 0.006]	0.9006
0.30	2	3	[1, 91]	[0.008, 0.638]	[8, 1, 1, 1, 27, 1]	[0.050, 0.006, 0.006, 0.006, 0.191, 0.006]	0.9088
0.30	2	4	[91, 1]	[0.638, 0.008]	[1, 8, 27, 1, 1, 1]	[0.006, 0.052, 0.185, 0.006, 0.006, 0.006]	0.9061
0.30	2	5	[1, 91]	[0.008, 0.616]	[8, 1, 1, 1, 1, 27]	[0.052, 0.006, 0.006, 0.008, 0.006, 0.185]	0.8867
0.30	2	6	[1, 91]	[0.008, 0.627]	[1, 8, 1, 1, 27, 1]	[0.003, 0.055, 0.006, 0.006, 0.185, 0.008]	0.8978
0.30	2	7	[91, 1]	[0.638, 0.008]	[27, 1, 1, 1, 8, 1]	[0.180, 0.003, 0.006, 0.006, 0.052, 0.008]	0.9006
0.30	2	8	[1, 91]	[0.008, 0.633]	[8, 27, 1, 1, 1, 1]	[0.050, 0.177, 0.003, 0.006, 0.008, 0.006]	0.8895
0.30	2	9	[91, 1]	[0.630, 0.008]	[1, 8, 1, 1, 27, 1]	[0.008, 0.050, 0.006, 0.003, 0.180, 0.006]	0.8895
0.30	2	10	[1, 91]	[0.008, 0.627]	[1, 8, 1, 1, 1, 27]	[0.006, 0.044, 0.003, 0.008, 0.006, 0.188]	0.8895
0.30	3	1	[91, 1]	[0.622, 0.006]	[3, 22, 1, 3, 2, 7, 1]	[0.019, 0.138, 0.003, 0.025, 0.008, 0.047, 0.006]	0.8729
0.30	3	2	[91, 1]	[0.627, 0.006]	[1, 2, 3, 22, 7, 3, 1]	[0.003, 0.011, 0.017, 0.138, 0.047, 0.025, 0.006]	0.8785
0.30	3	3	[1, 91]	[0.006, 0.638]	[1, 22, 7, 1, 3, 3, 2]	[0.006, 0.138, 0.047, 0.003, 0.019, 0.022, 0.011]	0.8895
0.30	3	4	[91, 1]	[0.646, 0.006]	[22, 3, 1, 2, 3, 1, 7]	[0.135, 0.025, 0.003, 0.011, 0.019, 0.006, 0.047]	0.8978
0.30	3	5	[1, 1, 90]	[0.008, 0.006, 0.630]	[22, 3, 3, 7, 2, 1, 1]	[0.138, 0.025, 0.017, 0.044, 0.011, 0.006, 0.003]	0.8867
0.30	3	6	[1, 91]	[0.008, 0.649]	[1, 3, 22, 1, 3, 7, 2]	[0.003, 0.017, 0.135, 0.006, 0.022, 0.047, 0.011]	0.8978
0.30	3	7	[91, 1]	[0.641, 0.008]	[2, 22, 7, 3, 1, 1, 3]	[0.008, 0.138, 0.047, 0.014, 0.003, 0.003, 0.022]	0.8840
0.30	3	8	[91, 1]	[0.641, 0.008]	[3, 1, 3, 22, 7, 1, 2]	[0.017, 0.006, 0.019, 0.141, 0.047, 0.003, 0.011]	0.8923
0.30	3	9	[1, 90, 1]	[0.006, 0.635, 0.008]	[1, 2, 1, 3, 22, 7, 3]	[0.003, 0.011, 0.006, 0.017, 0.133, 0.050, 0.019]	0.8867
0.30	3	10	[91, 1]	[0.633, 0.008]	[1, 3, 22, 2, 7, 3, 1]	[0.006, 0.022, 0.138, 0.008, 0.047, 0.017, 0.003]	0.8812
0.30	4	1	[92]	[0.633]	[1, 1, 7, 1, 1, 28]	[0.006, 0.008, 0.041, 0.006, 0.006, 0.193]	0.8923
0.30	4	2	[92]	[0.627]	[1, 1, 1, 1, 28, 7]	[0.006, 0.006, 0.006, 0.008, 0.196, 0.044]	0.8923
0.30	4	3	[92]	[0.627]	[1, 7, 1, 1, 1, 28]	[0.006, 0.044, 0.006, 0.008, 0.006, 0.182]	0.8785
0.30	4	4	[92]	[0.635]	[1, 7, 1, 1, 28, 1]	[0.006, 0.041, 0.006, 0.008, 0.188, 0.006]	0.8895
0.30	4	5	[92]	[0.633]	[7, 1, 1, 1, 28, 1]	[0.044, 0.006, 0.006, 0.006, 0.182, 0.008]	0.8840
0.30	4	6	[92]	[0.635]	[1, 7, 1, 1, 1, 1, 7, 20]	[0.008, 0.047, 0.006, 0.006, 0.006, 0.008, 0.041, 0.138]	0.8950
0.30	4	7	[92]	[0.624]	[1, 20, 2, 7, 1, 1, 6, 1]	[0.006, 0.138, 0.014, 0.047, 0.006, 0.008, 0.039, 0.008]	0.8895
0.30	4	8	[92]	[0.635]	[20, 1, 2, 6, 1, 7, 1, 1]	[0.135, 0.008, 0.014, 0.039, 0.006, 0.041, 0.006, 0.008]	0.8923
0.30	4	9	[92]	[0.635]	[20, 7, 1, 1, 1, 2, 6, 1]	[0.135, 0.041, 0.003, 0.006, 0.006, 0.011, 0.039, 0.008]	0.8840
0.30	4	10	[92]	[0.633]	[1, 1, 1, 6, 1, 2, 7, 20]	[0.008, 0.006, 0.006, 0.041, 0.006, 0.014, 0.044, 0.133]	0.8895
0.30	5	1	[92]	[0.627]	[2, 1, 1, 31, 4]	[0.014, 0.008, 0.006, 0.207, 0.030]	0.8923
0.30	5	2	[91, 1]	[0.613, 0.008]	[31, 1, 1, 2, 4]	[0.210, 0.008, 0.008, 0.014, 0.028]	0.8895
0.30	5	3	[91, 1]	[0.619, 0.008]	[2, 1, 1, 4, 31]	[0.014, 0.008, 0.008, 0.028, 0.202]	0.8867
0.30	5	4	[92]	[0.622]	[1, 2, 4, 1, 31]	[0.006, 0.011, 0.028, 0.008, 0.199]	0.8729
0.30	5	5	[92]	[0.622]	[1, 2, 1, 31, 4]	[0.008, 0.014, 0.006, 0.199, 0.028]	0.8757
0.30	5	6	[92]	[0.616]	[2, 1, 4, 31, 1]	[0.014, 0.008, 0.025, 0.207, 0.003]	0.8729
0.30	5	7	[92]	[0.619]	[2, 1, 1, 31, 4]	[0.014, 0.006, 0.008, 0.204, 0.028]	0.8785
0.30	5	8	[91, 1]	[0.627, 0.008]	[4, 1, 1, 2, 31]	[0.030, 0.006, 0.008, 0.014, 0.199]	0.8923
0.30	5	9	[91, 1]	[0.624, 0.008]	[4, 1, 2, 31, 1]	[0.030, 0.006, 0.011, 0.204, 0.008]	0.8923
0.30	5	10	[92]	[0.624]	[1, 31, 2, 2, 3]	[0.006, 0.210, 0.014, 0.014, 0.022]	0.8895
0.30	6	1	[1, 91]	[0.006, 0.627]	[8, 1, 30]	[0.052, 0.006, 0.207]	0.8978
0.30	6	2	[1, 91]	[0.006, 0.627]	[8, 1, 30]	[0.055, 0.006, 0.207]	0.9006
0.30	6	3	[91, 1]	[0.633, 0.008]	[1, 8, 30]	[0.006, 0.052, 0.199]	0.8978
0.30	6	4	[91, 1]	[0.624, 0.006]	[1, 8, 30]	[0.006, 0.050, 0.210]	0.8950
0.30	6	5	[1, 91]	[0.006, 0.633]	[30, 8, 1]	[0.204, 0.050, 0.006]	0.8978
0.30	6	6	[1, 91]	[0.006, 0.630]	[8, 1, 30]	[0.055, 0.006, 0.210]	0.9061
0.30	6	7	[84, 7, 1]	[0.572, 0.052, 0.008]	[8, 1, 30]	[0.055, 0.006, 0.204]	0.8978
0.30	6	8	[1, 91]	[0.008, 0.638]	[9, 29, 1]	[0.064, 0.202, 0.006]	0.9171
0.30	6	9	[91, 1]	[0.622, 0.008]	[29, 9, 1]	[0.202, 0.064, 0.006]	0.9006
0.30	6	10	[1, 91]	[0.008, 0.638]	[29, 1, 9]	[0.193, 0.006, 0.061]	0.9061
0.30	1	1	[92]	[0.616]	[35, 2, 1, 1]	[0.232, 0.014, 0.006, 0.006]	0.8729
0.30	1	2	[92]	[0.619]	[1, 1, 2, 35]	[0.006, 0.006, 0.014, 0.235]	0.8785
0.30	1	3	[92]	[0.622]	[2, 1, 1, 35]	[0.014, 0.006, 0.006, 0.238]	0.8840
0.30	1	4	[92]	[0.619]	[1, 2, 1, 35]	[0.006, 0.014, 0.006, 0.235]	0.8785
0.30	1	5	[92]	[0.619]	[1, 1, 2, 35]	[0.006, 0.006, 0.014, 0.224]	0.8674
0.30	1	6	[92]	[0.616]	[1, 35, 1, 2]	[0.006, 0.232, 0.006, 0.014]	0.8729
0.30	1	7	[92]	[0.616]	[2, 1, 35, 1]	[0.011, 0.006, 0.235, 0.006]	0.8729
0.30	1	8	[1, 91]	[0.006, 0.608]	[2, 1, 35, 1]	[0.014, 0.003, 0.224, 0.006]	0.8591
0.30	1	9	[91, 1]	[0.613, 0.006]	[1, 1, 2, 35]	[0.006, 0.006, 0.014, 0.229]	0.8729
0.30	1	10	[1, 91]	[0.008, 0.605]	[35, 1, 2, 1]	[0.224, 0.006, 0.014, 0.006]	0.8619
0.30	2	1	[91, 1]	[0.655, 0.008]	[1, 1, 10, 1, 21, 3, 1, 1]	[0.006, 0.006, 0.066, 0.006, 0.130, 0.011, 0.008, 0.006]	0.9006
0.30	2	2	[1, 91]	[0.008, 0.638]	[10, 21, 1, 1, 1, 3, 1, 1]	[0.061, 0.133, 0.008, 0.006, 0.008, 0.017, 0.006, 0.006]	0.8895
0.30	2	3	[91, 1]	[0.630, 0.008]	[3, 1, 11, 1, 21, 1, 1]	[0.022, 0.006, 0.066, 0.008, 0.133, 0.006, 0.006]	0.8840
0.30	2	4	[1, 91]	[0.008, 0.633]	[3, 1, 32, 3]	[0.019, 0.008, 0.199, 0.017]	0.8840
0.30	2	5	[91, 1]	[0.635, 0.008]	[3, 32, 4]	[0.019, 0.199, 0.022]	0.8840
0.30	2	6	[91, 1]	[0.633, 0.008]	[3, 3, 32, 1]	[0.019, 0.019, 0.196, 0.008]	0.8840
0.30	2	7	[91, 1]	[0.638, 0.008]	[3, 3, 1, 31, 1]	[0.019, 0.017, 0.006, 0.193, 0.006]	0.8867
0.30	2	8	[91, 1]	[0.638, 0.008]	[3, 1, 3, 32]	[0.019, 0.006, 0.014, 0.202]	0.8867
0.30	2	9	[91, 1]	[0.635, 0.008]	[32, 3, 3, 1]	[0.202, 0.011, 0.019, 0.006]	0.8812
0.30	2	10	[91, 1]	[0.641, 0.008]	[3, 3, 1, 32]	[0.017, 0.014, 0.006, 0.207]	0.8923
0.30	3	1	[12, 80]	[0.083, 0.550]	[2, 3, 33, 1]	[0.011, 0.017, 0.213, 0.008]	0.8812
0.30	3	2	[80, 12]	[0.547, 0.086]	[1, 33, 3, 2]	[0.006, 0.207, 0.017, 0.014]	0.8757
0.30	3	3	[79, 12, 1]	[0.525, 0.083, 0.008]	[2, 33, 2, 1, 1]	[0.011, 0.221, 0.014, 0.006, 0.003]	0.8702
0.30	3	4	[1, 12, 1, 78]	[0.008, 0.083, 0.006, 0.517]	[1, 1, 33, 2, 2]	[0.008, 0.003, 0.221, 0.014, 0.014]	0.8729
0.30	3	5	[12, 1, 79]	[0.083, 0.008, 0.528]	[1, 2, 33, 2, 1]	[0.003, 0.011, 0.218, 0.014, 0.006]	0.8702
0.30	3	6	[12, 1, 79]	[0.083, 0.008, 0.530]	[33, 1, 1, 2, 2]	[0.215, 0.006, 0.003, 0.014, 0.014]	0.8729
0.30	3	7	[12, 1, 79]	[0.083, 0.008, 0.533]	[1, 1, 2, 2, 33]	[0.008, 0.003, 0.014, 0.014, 0.210]	0.8729
0.30	3	8	[1, 79, 12]	[0.006, 0.550, 0.083]	[2, 2, 1, 33, 1]	[0.014, 0.014, 0.006, 0.215, 0.003]	0.8895
0.30	3	9	[1, 79, 12]	[0.006, 0.539, 0.086]	[2, 1, 2, 33, 1]	[0.014, 0.008, 0.014, 0.210, 0.003]	0.8785
0.30	3	10	[12, 79, 1]	[0.086, 0.544, 0.008]	[1, 2, 33, 2, 1]	[0.006, 0.014, 0.207, 0.014, 0.003]	0.8812
0.30	4	1	[92]	[0.624]	[32, 6, 1]	[0.224, 0.033, 0.006]	0.8867
0.30	4	2	[92]	[0.624]	[1, 32, 6]	[0.008, 0.218, 0.036]	0.8867
0.30	4	3	[92]	[0.624]	[6, 32, 1]	[0.036, 0.215, 0.006]	0.8812
0.30	4	4	[91, 1]	[0.610, 0.006]	[32, 1, 6]	[0.221, 0.008, 0.036]	0.8812
0.30	4	5	[91, 1]	[0.619, 0.006]	[1, 6, 32]	[0.008, 0.036, 0.218]	0.8867
0.30	4	6	[1, 91]	[0.006, 0.613]	[6, 1, 32]	[0.036, 0.006, 0.218]	0.8785
0.30	4	7	[91, 1]	[0.605, 0.006]	[6, 1, 32]	[0.036, 0.008, 0.218]	0.8729
0.30	4	8	[91, 1]	[0.610, 0.006]	[32, 1, 6]	[0.224, 0.006, 0.036]	0.8812
0.30	4	9	[1, 91]	[0.006, 0.610]	[32, 6, 1]	[0.221, 0.033, 0.003]	0.8729
0.30	4	10	[1, 91]	[0.006, 0.599]	[32, 6, 1]	[0.221, 0.036, 0.008]	0.8702
0.30	5	1	[71, 21]	[0.472, 0.155]	[1, 33, 1, 4]	[0.006, 0.224, 0.006, 0.022]	0.8840
0.30	5	2	[71, 21]	[0.472, 0.149]	[1, 33, 5]	[0.006, 0.221, 0.030]	0.8785
0.30	5	3	[21, 71]	[0.155, 0.467]	[5, 1, 33]	[0.030, 0.006, 0.221]	0.8785
0.30	5	4	[21, 71]	[0.149, 0.475]	[5, 33, 1]	[0.028, 0.227, 0.006]	0.8840
0.30	5	5	[21, 71]	[0.146, 0.470]	[5, 1, 33]	[0.033, 0.006, 0.229]	0.8840
0.30	5	6	[21, 71]	[0.152, 0.467]	[5, 33, 1]	[0.030, 0.221, 0.006]	0.8757
0.30	5	7	[21, 71]	[0.152, 0.475]	[5, 1, 33]	[0.028, 0.006, 0.221]	0.8812
0.30	5	8	[21, 71]	[0.155, 0.467]	[33, 1, 5]	[0.215, 0.006, 0.033]	0.8757
0.30	5	9	[70, 1, 21]	[0.470, 0.008, 0.152]	[4, 1, 1, 33]	[0.028, 0.006, 0.006, 0.210]	0.8785
0.30	5	10	[21, 1, 70]	[0.152, 0.008, 0.467]	[5, 33, 1]	[0.030, 0.215, 0.006]	0.8785
0.30	6	1	[92]	[0.635]	[6, 1, 1, 10, 3, 18]	[0.036, 0.006, 0.006, 0.064, 0.017, 0.113]	0.8757
0.30	6	2	[92]	[0.633]	[6, 18, 10, 1, 3, 1]	[0.036, 0.119, 0.061, 0.003, 0.017, 0.006]	0.8729
0.30	6	3	[92]	[0.624]	[3, 1, 10, 6, 18, 1]	[0.022, 0.006, 0.064, 0.036, 0.113, 0.006]	0.8702
0.30	6	4	[92]	[0.622]	[10, 1, 18, 1, 3, 6]	[0.064, 0.006, 0.119, 0.006, 0.019, 0.041]	0.8757
0.30	6	5	[92]	[0.630]	[1, 3, 1, 1, 18, 6, 9]	[0.008, 0.019, 0.006, 0.006, 0.116, 0.036, 0.058]	0.8785
0.30	6	6	[92]	[0.624]	[1, 6, 18, 2, 12]	[0.008, 0.036, 0.122, 0.014, 0.080]	0.8840
0.30	6	7	[92]	[0.622]	[2, 1, 6, 18, 12]	[0.014, 0.008, 0.039, 0.113, 0.080]	0.8757
0.30	6	8	[92]	[0.635]	[1, 6, 11, 2, 19]	[0.008, 0.039, 0.072, 0.014, 0.124]	0.8923
0.30	6	9	[92]	[0.630]	[1, 2, 16, 12, 6, 2]	[0.008, 0.014, 0.102, 0.072, 0.036, 0.014]	0.8757
0.30	6	10	[92]	[0.635]	[2, 16, 6, 1, 12, 1, 1]	[0.006, 0.108, 0.039, 0.006, 0.075, 0.008, 0.006]	0.8812
0.40	1	1	[82]	[0.547]	[2, 4, 47, 1]	[0.014, 0.022, 0.301, 0.008]	0.8923
0.40	1	2	[82]	[0.558]	[1, 47, 2, 4]	[0.006, 0.309, 0.014, 0.022]	0.9088
0.40	1	3	[82]	[0.552]	[2, 47, 1, 4]	[0.014, 0.309, 0.006, 0.025]	0.9061
0.40	1	4	[82]	[0.555]	[47, 1, 2, 4]	[0.318, 0.003, 0.014, 0.022]	0.9116
0.40	1	5	[82]	[0.558]	[4, 1, 47, 1, 1]	[0.025, 0.003, 0.315, 0.006, 0.008]	0.9144
0.40	1	6	[82]	[0.552]	[1, 48, 4, 1]	[0.006, 0.304, 0.025, 0.006]	0.8923
0.40	1	7	[82]	[0.552]	[1, 1, 4, 48]	[0.003, 0.006, 0.025, 0.315]	0.9006
0.40	1	8	[81, 1]	[0.555, 0.008]	[1, 4, 2, 1, 46]	[0.006, 0.025, 0.014, 0.006, 0.287]	0.9006
0.40	1	9	[1, 81]	[0.008, 0.552]	[46, 1, 4, 2, 1]	[0.296, 0.006, 0.025, 0.014, 0.003]	0.9033
0.40	1	10	[81, 1]	[0.544, 0.008]	[4, 45, 2, 1, 1, 1]	[0.025, 0.293, 0.014, 0.008, 0.006, 0.008]	0.9061
0.40	2	1	[82]	[0.555]	[8, 44, 2]	[0.044, 0.290, 0.011]	0.9006
0.40	2	2	[82]	[0.564]	[2, 8, 44]	[0.011, 0.044, 0.287]	0.9061
0.40	2	3	[82]	[0.561]	[2, 44, 8]	[0.011, 0.293, 0.044]	0.9088
0.40	2	4	[82]	[0.564]	[8, 2, 44]	[0.047, 0.011, 0.301]	0.9227
0.40	2	5	[82]	[0.572]	[44, 8, 2]	[0.293, 0.044, 0.011]	0.9199
0.40	2	6	[82]	[0.566]	[8, 44, 2]	[0.044, 0.287, 0.011]	0.9088
0.40	2	7	[82]	[0.572]	[2, 44, 8]	[0.011, 0.296, 0.039]	0.9171
0.40	2	8	[82]	[0.561]	[8, 2, 44]	[0.041, 0.011, 0.301]	0.9144
0.40	2	9	[82]	[0.569]	[44, 2, 8]	[0.293, 0.011, 0.044]	0.9171
