## Cluster data 
Fraction	Trial	Configuration #	#DDT	DDT Fraction	#PEG	PEG Fraction	Total Fraction of Surface Covered
0.60	5	10	[41, 16, 1]	[0.265, 0.113, 0.008]	[87]	[0.544]	0.9309
0.60	6	1	[58]	[0.387]	[5, 81, 1]	[0.028, 0.514, 0.006]	0.9337
0.60	6	2	[58]	[0.387]	[6, 81]	[0.036, 0.514]	0.9365
0.60	6	3	[58]	[0.384]	[81, 6]	[0.506, 0.033]	0.9227
0.60	6	4	[58]	[0.387]	[81, 6]	[0.514, 0.030]	0.9309
0.60	6	5	[58]	[0.373]	[5, 81, 1]	[0.033, 0.511, 0.006]	0.9227
0.60	6	6	[58]	[0.378]	[1, 5, 81]	[0.006, 0.033, 0.503]	0.9199
0.60	6	7	[58]	[0.384]	[1, 5, 81]	[0.003, 0.030, 0.514]	0.9309
0.60	6	8	[58]	[0.387]	[81, 6]	[0.514, 0.030]	0.9309
0.60	6	9	[58]	[0.381]	[81, 6]	[0.506, 0.030]	0.9171
0.60	6	10	[58]	[0.381]	[6, 81]	[0.033, 0.506]	0.9199
0.70	1	1	[1, 25, 19]	[0.008, 0.169, 0.127]	[1, 104]	[0.006, 0.630]	0.9392
0.70	1	2	[25, 1, 19]	[0.169, 0.008, 0.127]	[104, 1]	[0.635, 0.006]	0.9448
0.70	1	3	[19, 1, 25]	[0.122, 0.008, 0.169]	[1, 104]	[0.006, 0.641]	0.9448
0.70	1	4	[19, 25, 1]	[0.127, 0.166, 0.008]	[104, 1]	[0.635, 0.006]	0.9420
0.70	1	5	[25, 19, 1]	[0.169, 0.130, 0.008]	[1, 104]	[0.006, 0.627]	0.9392
0.70	1	6	[19, 26]	[0.127, 0.174]	[104, 1]	[0.633, 0.006]	0.9392
0.70	1	7	[19, 25, 1]	[0.122, 0.169, 0.008]	[1, 104]	[0.006, 0.641]	0.9448
0.70	1	8	[19, 25, 1]	[0.124, 0.166, 0.006]	[1, 104]	[0.006, 0.635]	0.9365
0.70	1	9	[1, 25, 19]	[0.008, 0.169, 0.124]	[104, 1]	[0.635, 0.006]	0.9420
0.70	1	10	[19, 1, 25]	[0.122, 0.008, 0.169]	[1, 104]	[0.006, 0.641]	0.9448
0.70	2	1	[9, 36]	[0.061, 0.218]	[105]	[0.663]	0.9420
0.70	2	2	[36, 9]	[0.224, 0.061]	[105]	[0.663]	0.9475
0.70	2	3	[9, 36]	[0.058, 0.221]	[105]	[0.669]	0.9475
0.70	2	4	[9, 36]	[0.058, 0.224]	[105]	[0.657]	0.9392
0.70	2	5	[9, 36]	[0.061, 0.227]	[105]	[0.660]	0.9475
0.70	2	6	[45]	[0.282]	[105]	[0.660]	0.9420
0.70	2	7	[45]	[0.282]	[105]	[0.669]	0.9503
0.70	2	8	[45]	[0.282]	[105]	[0.671]	0.9530
0.70	2	9	[1, 44]	[0.008, 0.271]	[105]	[0.671]	0.9503
0.70	2	10	[1, 44]	[0.008, 0.276]	[105]	[0.663]	0.9475
0.70	3	1	[44, 1]	[0.276, 0.008]	[105]	[0.660]	0.9448
0.70	3	2	[44, 1]	[0.276, 0.008]	[105]	[0.663]	0.9475
0.70	3	3	[1, 44]	[0.008, 0.268]	[105]	[0.660]	0.9365
0.70	3	4	[45]	[0.276]	[105]	[0.669]	0.9448
0.70	3	5	[45]	[0.282]	[105]	[0.660]	0.9420
0.70	3	6	[45]	[0.285]	[105]	[0.666]	0.9503
0.70	3	7	[45]	[0.287]	[105]	[0.663]	0.9503
0.70	3	8	[45]	[0.290]	[105]	[0.660]	0.9503
0.70	3	9	[45]	[0.290]	[105]	[0.655]	0.9448
0.70	3	10	[45]	[0.287]	[105]	[0.657]	0.9448
0.70	4	1	[22, 22, 1]	[0.141, 0.149, 0.008]	[105]	[0.638]	0.9365
0.70	4	2	[22, 1, 22]	[0.146, 0.008, 0.135]	[105]	[0.646]	0.9365
0.70	4	3	[22, 23]	[0.138, 0.141]	[105]	[0.657]	0.9365
0.70	4	4	[22, 23]	[0.138, 0.149]	[105]	[0.649]	0.9365
0.70	4	5	[22, 23]	[0.144, 0.144]	[105]	[0.652]	0.9392
0.70	4	6	[22, 23]	[0.144, 0.146]	[105]	[0.649]	0.9392
0.70	4	7	[23, 22]	[0.141, 0.144]	[105]	[0.655]	0.9392
0.70	4	8	[22, 23]	[0.138, 0.144]	[105]	[0.652]	0.9337
0.70	4	9	[23, 22]	[0.155, 0.144]	[105]	[0.641]	0.9392
0.70	4	10	[23, 1, 21]	[0.152, 0.008, 0.138]	[105]	[0.638]	0.9365
0.70	5	1	[43, 1, 1]	[0.265, 0.008, 0.008]	[105]	[0.652]	0.9337
0.70	5	2	[43, 1, 1]	[0.279, 0.008, 0.008]	[105]	[0.649]	0.9448
0.70	5	3	[1, 1, 43]	[0.008, 0.008, 0.279]	[105]	[0.649]	0.9448
0.70	5	4	[1, 43, 1]	[0.008, 0.271, 0.008]	[105]	[0.660]	0.9475
0.70	5	5	[1, 43, 1]	[0.008, 0.273, 0.008]	[105]	[0.655]	0.9448
0.70	5	6	[44, 1]	[0.279, 0.008]	[105]	[0.655]	0.9420
0.70	5	7	[1, 1, 43]	[0.008, 0.008, 0.273]	[105]	[0.655]	0.9448
0.70	5	8	[1, 44]	[0.008, 0.276]	[105]	[0.649]	0.9337
0.70	5	9	[1, 44]	[0.008, 0.279]	[105]	[0.646]	0.9337
0.70	5	10	[1, 43, 1]	[0.008, 0.268, 0.008]	[105]	[0.660]	0.9448
0.70	6	1	[45]	[0.282]	[105]	[0.657]	0.9392
0.70	6	2	[45]	[0.285]	[1, 104]	[0.006, 0.649]	0.9392
0.70	6	3	[45]	[0.279]	[105]	[0.655]	0.9337
0.70	6	4	[45]	[0.285]	[104, 1]	[0.652, 0.006]	0.9420
0.70	6	5	[45]	[0.279]	[1, 104]	[0.006, 0.652]	0.9365
0.70	6	6	[45]	[0.279]	[104, 1]	[0.652, 0.006]	0.9365
0.70	6	7	[45]	[0.287]	[1, 104]	[0.006, 0.657]	0.9503
0.70	6	8	[45]	[0.282]	[104, 1]	[0.663, 0.008]	0.9530
0.70	6	9	[45]	[0.279]	[104, 1]	[0.660, 0.008]	0.9475
0.70	6	10	[30, 15]	[0.182, 0.099]	[105]	[0.663]	0.9448
0.70	1	1	[20, 24, 1]	[0.133, 0.149, 0.006]	[105]	[0.666]	0.9530
0.70	1	2	[25, 1, 13, 6]	[0.160, 0.006, 0.088, 0.044]	[105]	[0.641]	0.9392
0.70	1	3	[26, 19]	[0.166, 0.130]	[105]	[0.646]	0.9420
0.70	1	4	[26, 19]	[0.163, 0.133]	[105]	[0.644]	0.9392
0.70	1	5	[19, 1, 25]	[0.127, 0.006, 0.155]	[105]	[0.655]	0.9420
0.70	1	6	[26, 19]	[0.171, 0.135]	[105]	[0.646]	0.9530
0.70	1	7	[19, 26]	[0.130, 0.160]	[105]	[0.660]	0.9503
0.70	1	8	[26, 19]	[0.166, 0.133]	[105]	[0.649]	0.9475
0.70	1	9	[19, 1, 25]	[0.130, 0.008, 0.163]	[105]	[0.641]	0.9420
0.70	1	10	[26, 19]	[0.174, 0.135]	[105]	[0.638]	0.9475
0.70	2	1	[1, 44]	[0.008, 0.282]	[1, 104]	[0.008, 0.657]	0.9558
0.70	2	2	[1, 44]	[0.008, 0.287]	[104, 1]	[0.655, 0.006]	0.9558
0.70	2	3	[45]	[0.285]	[1, 104]	[0.003, 0.652]	0.9392
0.70	2	4	[45]	[0.287]	[1, 104]	[0.006, 0.655]	0.9475
0.70	2	5	[45]	[0.285]	[104, 1]	[0.663, 0.008]	0.9558
0.70	2	6	[45]	[0.282]	[104, 1]	[0.663, 0.008]	0.9530
0.70	2	7	[45]	[0.282]	[1, 104]	[0.008, 0.663]	0.9530
0.70	2	8	[45]	[0.282]	[104, 1]	[0.657, 0.008]	0.9475
0.70	2	9	[45]	[0.287]	[1, 104]	[0.006, 0.660]	0.9530
0.70	2	10	[45]	[0.285]	[104, 1]	[0.663, 0.008]	0.9558
0.70	3	1	[6, 39]	[0.041, 0.257]	[105]	[0.649]	0.9475
0.70	3	2	[6, 39]	[0.044, 0.254]	[105]	[0.644]	0.9420
0.70	3	3	[39, 6]	[0.257, 0.039]	[105]	[0.644]	0.9392
0.70	3	4	[39, 6]	[0.257, 0.041]	[105]	[0.646]	0.9448
0.70	3	5	[39, 6]	[0.260, 0.039]	[105]	[0.638]	0.9365
0.70	3	6	[39, 6]	[0.257, 0.039]	[105]	[0.646]	0.9420
0.70	3	7	[6, 39]	[0.039, 0.251]	[105]	[0.657]	0.9475
0.70	3	8	[6, 39]	[0.039, 0.249]	[105]	[0.657]	0.9448
0.70	3	9	[39, 6]	[0.254, 0.041]	[105]	[0.644]	0.9392
0.70	3	10	[6, 39]	[0.044, 0.251]	[105]	[0.646]	0.9420
0.70	4	1	[1, 16, 28]	[0.008, 0.116, 0.171]	[105]	[0.641]	0.9365
0.70	4	2	[28, 16, 1]	[0.169, 0.116, 0.008]	[105]	[0.644]	0.9365
0.70	4	3	[1, 28, 16]	[0.008, 0.169, 0.116]	[105]	[0.646]	0.9392
0.70	4	4	[28, 16, 1]	[0.171, 0.116, 0.008]	[105]	[0.633]	0.9282
0.70	4	5	[28, 1, 16]	[0.177, 0.008, 0.116]	[105]	[0.627]	0.9282
0.70	4	6	[28, 16, 1]	[0.177, 0.116, 0.008]	[105]	[0.627]	0.9282
0.70	4	7	[28, 16, 1]	[0.174, 0.119, 0.008]	[105]	[0.630]	0.9309
0.70	4	8	[28, 1, 16]	[0.171, 0.008, 0.110]	[105]	[0.644]	0.9337
0.70	4	9	[1, 16, 28]	[0.008, 0.110, 0.174]	[105]	[0.641]	0.9337
0.70	4	10	[1, 16, 28]	[0.008, 0.110, 0.174]	[105]	[0.638]	0.9309
0.70	5	1	[45]	[0.290]	[1, 1, 102, 1]	[0.003, 0.003, 0.652, 0.006]	0.9530
0.70	5	2	[1, 44]	[0.006, 0.276]	[1, 1, 1, 102]	[0.006, 0.006, 0.003, 0.644]	0.9392
0.70	5	3	[1, 44]	[0.006, 0.287]	[1, 1, 102, 1]	[0.003, 0.006, 0.644, 0.006]	0.9503
0.70	5	4	[1, 44]	[0.006, 0.276]	[1, 102, 1, 1]	[0.003, 0.652, 0.003, 0.006]	0.9448
0.70	5	5	[44, 1]	[0.273, 0.008]	[1, 1, 102, 1]	[0.006, 0.006, 0.652, 0.003]	0.9475
0.70	5	6	[45]	[0.293]	[102, 1, 1, 1]	[0.638, 0.003, 0.006, 0.006]	0.9448
0.70	5	7	[45]	[0.290]	[1, 102, 1, 1]	[0.003, 0.635, 0.006, 0.006]	0.9392
0.70	5	8	[45]	[0.287]	[1, 102, 1, 1]	[0.006, 0.635, 0.006, 0.006]	0.9392
0.70	5	9	[44, 1]	[0.282, 0.008]	[1, 1, 102, 1]	[0.003, 0.003, 0.635, 0.003]	0.9337
0.70	5	10	[1, 44]	[0.003, 0.293]	[1, 1, 1, 102]	[0.003, 0.003, 0.003, 0.633]	0.9365
0.70	6	1	[1, 1, 43]	[0.008, 0.008, 0.276]	[2, 102, 1]	[0.011, 0.616, 0.008]	0.9282
0.70	6	2	[1, 43, 1]	[0.008, 0.287, 0.008]	[2, 1, 102]	[0.011, 0.006, 0.619]	0.9392
0.70	6	3	[43, 1, 1]	[0.279, 0.008, 0.008]	[2, 102, 1]	[0.011, 0.622, 0.008]	0.9365
0.70	6	4	[45]	[0.290]	[1, 104]	[0.008, 0.649]	0.9475
0.70	6	5	[45]	[0.293]	[1, 102, 2]	[0.008, 0.624, 0.014]	0.9392
0.70	6	6	[45]	[0.301]	[104, 1]	[0.635, 0.008]	0.9448
0.70	6	7	[45]	[0.301]	[104, 1]	[0.641, 0.006]	0.9475
0.70	6	8	[45]	[0.293]	[2, 102, 1]	[0.014, 0.630, 0.008]	0.9448
0.70	6	9	[45]	[0.296]	[102, 2, 1]	[0.622, 0.011, 0.006]	0.9337
0.70	6	10	[45]	[0.301]	[1, 2, 102]	[0.006, 0.014, 0.619]	0.9392
0.70	1	1	[1, 8, 36]	[0.006, 0.058, 0.235]	[105]	[0.641]	0.9392
0.70	1	2	[36, 1, 8]	[0.227, 0.006, 0.055]	[105]	[0.644]	0.9309
0.70	1	3	[1, 8, 36]	[0.008, 0.055, 0.238]	[105]	[0.635]	0.9365
0.70	1	4	[36, 8, 1]	[0.238, 0.052, 0.008]	[105]	[0.646]	0.9448
0.70	1	5	[1, 36, 8]	[0.008, 0.243, 0.058]	[105]	[0.633]	0.9420
0.70	1	6	[8, 1, 36]	[0.055, 0.008, 0.240]	[105]	[0.633]	0.9365
0.70	1	7	[8, 1, 36]	[0.058, 0.006, 0.240]	[105]	[0.638]	0.9420
0.70	1	8	[36, 1, 8]	[0.243, 0.008, 0.058]	[105]	[0.635]	0.9448
0.70	1	9	[36, 8, 1]	[0.238, 0.058, 0.008]	[105]	[0.635]	0.9392
0.70	1	10	[36, 1, 8]	[0.243, 0.008, 0.058]	[105]	[0.630]	0.9392
0.70	2	1	[45]	[0.293]	[105]	[0.655]	0.9475
0.70	2	2	[45]	[0.293]	[105]	[0.652]	0.9448
0.70	2	3	[45]	[0.290]	[105]	[0.657]	0.9475
0.70	2	4	[45]	[0.293]	[105]	[0.652]	0.9448
0.70	2	5	[45]	[0.287]	[4, 101]	[0.022, 0.633]	0.9420
0.70	2	6	[45]	[0.282]	[101, 4]	[0.630, 0.022]	0.9337
0.70	2	7	[45]	[0.287]	[4, 101]	[0.022, 0.627]	0.9365
0.70	2	8	[45]	[0.279]	[101, 4]	[0.633, 0.025]	0.9365
0.70	2	9	[44, 1]	[0.271, 0.003]	[105]	[0.669]	0.9420
0.70	2	10	[45]	[0.285]	[105]	[0.663]	0.9475
0.70	3	1	[1, 3, 41]	[0.008, 0.022, 0.262]	[105]	[0.649]	0.9420
0.70	3	2	[1, 1, 43]	[0.008, 0.008, 0.276]	[105]	[0.652]	0.9448
0.70	3	3	[1, 1, 43]	[0.008, 0.006, 0.285]	[105]	[0.646]	0.9448
0.70	3	4	[1, 43, 1]	[0.008, 0.285, 0.006]	[105]	[0.644]	0.9420
0.70	3	5	[1, 1, 43]	[0.006, 0.008, 0.285]	[105]	[0.641]	0.9392
0.70	3	6	[1, 1, 43]	[0.008, 0.008, 0.282]	[105]	[0.644]	0.9420
0.70	3	7	[1, 43, 1]	[0.008, 0.285, 0.008]	[105]	[0.638]	0.9392
0.70	3	8	[43, 1, 1]	[0.282, 0.008, 0.008]	[105]	[0.655]	0.9530
0.70	3	9	[44, 1]	[0.287, 0.008]	[105]	[0.644]	0.9392
0.70	3	10	[43, 1, 1]	[0.273, 0.008, 0.006]	[105]	[0.657]	0.9448
0.70	4	1	[16, 29]	[0.099, 0.191]	[105]	[0.660]	0.9503
0.70	4	2	[29, 16]	[0.193, 0.094]	[105]	[0.669]	0.9558
0.70	4	3	[16, 29]	[0.102, 0.191]	[105]	[0.660]	0.9530
0.70	4	4	[16, 29]	[0.097, 0.188]	[105]	[0.669]	0.9530
0.70	4	5	[16, 29]	[0.102, 0.196]	[105]	[0.652]	0.9503
0.70	4	6	[16, 29]	[0.099, 0.191]	[105]	[0.663]	0.9530
0.70	4	7	[15, 29, 1]	[0.099, 0.196, 0.008]	[105]	[0.644]	0.9475
0.70	4	8	[29, 16]	[0.196, 0.110]	[105]	[0.649]	0.9558
0.70	4	9	[16, 29]	[0.108, 0.193]	[105]	[0.646]	0.9475
0.70	4	10	[16, 29]	[0.105, 0.196]	[105]	[0.649]	0.9503
0.70	5	1	[13, 21, 9, 1, 1]	[0.094, 0.135, 0.066, 0.008, 0.006]	[105]	[0.630]	0.9392
0.70	5	2	[21, 13, 1, 1, 9]	[0.130, 0.088, 0.006, 0.008, 0.058]	[105]	[0.644]	0.9337
0.70	5	3	[1, 8, 1, 13, 21, 1]	[0.006, 0.058, 0.008, 0.091, 0.135, 0.008]	[105]	[0.633]	0.9392
0.70	5	4	[9, 1, 1, 13, 21]	[0.066, 0.008, 0.008, 0.094, 0.135]	[105]	[0.627]	0.9392
0.70	5	5	[1, 8, 1, 1, 13, 21]	[0.008, 0.052, 0.008, 0.008, 0.094, 0.135]	[105]	[0.641]	0.9475
0.70	5	6	[8, 21, 1, 13, 2]	[0.055, 0.133, 0.008, 0.091, 0.017]	[105]	[0.644]	0.9475
0.70	5	7	[1, 8, 13, 1, 1, 21]	[0.008, 0.052, 0.091, 0.008, 0.008, 0.135]	[105]	[0.633]	0.9365
0.70	5	8	[9, 13, 21, 1, 1]	[0.064, 0.091, 0.135, 0.008, 0.008]	[105]	[0.635]	0.9420
0.70	5	9	[9, 13, 1, 21, 1]	[0.064, 0.094, 0.008, 0.135, 0.008]	[105]	[0.633]	0.9420
0.70	5	10	[21, 1, 9, 14]	[0.133, 0.008, 0.064, 0.102]	[105]	[0.635]	0.9420
0.70	6	1	[12, 22, 9, 1, 1]	[0.080, 0.155, 0.061, 0.008, 0.006]	[105]	[0.644]	0.9530
0.70	6	2	[12, 22, 1, 1, 9]	[0.083, 0.155, 0.006, 0.008, 0.061]	[105]	[0.638]	0.9503
0.70	6	3	[9, 12, 23, 1]	[0.061, 0.080, 0.160, 0.006]	[104, 1]	[0.638, 0.006]	0.9503
0.70	6	4	[23, 10, 12]	[0.157, 0.066, 0.080]	[105]	[0.644]	0.9475
0.70	6	5	[23, 10, 12]	[0.160, 0.069, 0.083]	[105]	[0.635]	0.9475
0.70	6	6	[23, 10, 12]	[0.160, 0.069, 0.086]	[105]	[0.633]	0.9475
0.70	6	7	[10, 23, 12]	[0.069, 0.160, 0.086]	[104, 1]	[0.627, 0.003]	0.9448
0.70	6	8	[12, 9, 23, 1]	[0.083, 0.064, 0.152, 0.008]	[105]	[0.633]	0.9392
0.70	6	9	[12, 32, 1]	[0.080, 0.218, 0.006]	[105]	[0.644]	0.9475
0.70	6	10	[32, 1, 12]	[0.215, 0.006, 0.088]	[105]	[0.638]	0.9475
0.80	1	1	[1, 19, 10]	[0.008, 0.119, 0.064]	[123]	[0.754]	0.9448
0.80	1	2	[10, 19, 1]	[0.064, 0.119, 0.006]	[123]	[0.757]	0.9448
0.80	1	3	[19, 10, 1]	[0.119, 0.064, 0.006]	[123]	[0.746]	0.9337
0.80	1	4	[19, 11]	[0.116, 0.069]	[123]	[0.754]	0.9392
0.80	1	5	[19, 11]	[0.116, 0.069]	[123]	[0.754]	0.9392
0.80	1	6	[11, 19]	[0.066, 0.116]	[123]	[0.754]	0.9365
0.80	1	7	[11, 19]	[0.069, 0.116]	[123]	[0.751]	0.9365
0.80	1	8	[19, 11]	[0.119, 0.069]	[123]	[0.754]	0.9420
0.80	1	9	[19, 11]	[0.116, 0.072]	[123]	[0.757]	0.9448
0.80	1	10	[19, 11]	[0.113, 0.072]	[123]	[0.751]	0.9365
0.80	2	1	[30]	[0.193]	[123]	[0.762]	0.9558
0.80	2	2	[30]	[0.196]	[123]	[0.765]	0.9613
0.80	2	3	[30]	[0.188]	[123]	[0.765]	0.9530
0.80	2	4	[30]	[0.188]	[123]	[0.771]	0.9586
0.80	2	5	[30]	[0.188]	[123]	[0.765]	0.9530
0.80	2	6	[30]	[0.188]	[123]	[0.768]	0.9558
0.80	2	7	[30]	[0.188]	[123]	[0.762]	0.9503
0.80	2	8	[30]	[0.191]	[123]	[0.765]	0.9558
0.80	2	9	[30]	[0.188]	[123]	[0.762]	0.9503
0.80	2	10	[30]	[0.196]	[123]	[0.760]	0.9558
0.80	3	1	[22, 8]	[0.135, 0.058]	[123]	[0.754]	0.9475
0.80	3	2	[22, 8]	[0.138, 0.055]	[123]	[0.757]	0.9503
0.80	3	3	[8, 22]	[0.058, 0.135]	[123]	[0.765]	0.9586
0.80	3	4	[8, 22]	[0.058, 0.135]	[123]	[0.765]	0.9586
0.80	3	5	[30]	[0.202]	[123]	[0.760]	0.9613
0.80	3	6	[30]	[0.199]	[123]	[0.765]	0.9641
0.80	3	7	[30]	[0.196]	[123]	[0.757]	0.9530
0.80	3	8	[30]	[0.196]	[123]	[0.757]	0.9530
0.80	3	9	[30]	[0.196]	[123]	[0.754]	0.9503
0.80	3	10	[30]	[0.196]	[123]	[0.762]	0.9586
0.80	4	1	[30]	[0.188]	[123]	[0.762]	0.9503
0.80	4	2	[30]	[0.193]	[123]	[0.757]	0.9503
0.80	4	3	[30]	[0.191]	[123]	[0.762]	0.9530
0.80	4	4	[30]	[0.188]	[1, 122]	[0.006, 0.757]	0.9503
0.80	4	5	[30]	[0.188]	[123]	[0.762]	0.9503
0.80	4	6	[30]	[0.188]	[123]	[0.757]	0.9448
0.80	4	7	[30]	[0.188]	[123]	[0.762]	0.9503
0.80	4	8	[30]	[0.188]	[123]	[0.762]	0.9503
0.80	4	9	[30]	[0.196]	[123]	[0.754]	0.9503
0.80	4	10	[30]	[0.188]	[123]	[0.762]	0.9503
0.80	5	1	[30]	[0.193]	[123]	[0.762]	0.9558
0.80	5	2	[30]	[0.199]	[123]	[0.760]	0.9586
0.80	5	3	[30]	[0.196]	[1, 122]	[0.006, 0.757]	0.9586
0.80	5	4	[30]	[0.196]	[122, 1]	[0.760, 0.003]	0.9586
0.80	5	5	[30]	[0.191]	[123]	[0.765]	0.9558
0.80	5	6	[30]	[0.193]	[123]	[0.768]	0.9613
0.80	5	7	[30]	[0.193]	[122, 1]	[0.765, 0.003]	0.9613
0.80	5	8	[30]	[0.191]	[123]	[0.768]	0.9586
0.80	5	9	[30]	[0.188]	[123]	[0.768]	0.9558
0.80	5	10	[30]	[0.196]	[123]	[0.762]	0.9586
0.80	6	1	[30]	[0.185]	[123]	[0.768]	0.9530
0.80	6	2	[30]	[0.196]	[123]	[0.765]	0.9613
0.80	6	3	[30]	[0.188]	[123]	[0.768]	0.9558
0.80	6	4	[30]	[0.191]	[123]	[0.765]	0.9558
0.80	6	5	[30]	[0.188]	[123]	[0.771]	0.9586
0.80	6	6	[30]	[0.193]	[123]	[0.757]	0.9503
0.80	6	7	[30]	[0.188]	[123]	[0.765]	0.9530
0.80	6	8	[30]	[0.188]	[123]	[0.768]	0.9558
0.80	6	9	[30]	[0.188]	[123]	[0.771]	0.9586
0.80	6	10	[30]	[0.191]	[123]	[0.768]	0.9586
0.80	1	1	[16, 14]	[0.091, 0.088]	[123]	[0.765]	0.9448
0.80	1	2	[16, 14]	[0.094, 0.091]	[123]	[0.760]	0.9448
0.80	1	3	[14, 16]	[0.088, 0.097]	[123]	[0.762]	0.9475
0.80	1	4	[14, 16]	[0.091, 0.097]	[123]	[0.757]	0.9448
0.80	1	5	[1, 15, 14]	[0.008, 0.094, 0.091]	[123]	[0.751]	0.9448
0.80	1	6	[14, 1, 14, 1]	[0.086, 0.008, 0.094, 0.006]	[123]	[0.746]	0.9392
0.80	1	7	[14, 14, 1, 1]	[0.094, 0.083, 0.008, 0.008]	[123]	[0.743]	0.9365
0.80	1	8	[1, 14, 15]	[0.008, 0.097, 0.091]	[123]	[0.735]	0.9309
0.80	1	9	[14, 15, 1]	[0.088, 0.088, 0.008]	[123]	[0.749]	0.9337
0.80	1	10	[14, 15, 1]	[0.088, 0.091, 0.008]	[123]	[0.757]	0.9448
0.80	2	1	[10, 20]	[0.069, 0.130]	[123]	[0.743]	0.9420
0.80	2	2	[10, 20]	[0.069, 0.130]	[123]	[0.746]	0.9448
0.80	2	3	[20, 10]	[0.130, 0.075]	[123]	[0.738]	0.9420
0.80	2	4	[10, 20]	[0.072, 0.130]	[123]	[0.738]	0.9392
0.80	2	5	[10, 20]	[0.075, 0.130]	[123]	[0.746]	0.9503
0.80	2	6	[10, 20]	[0.075, 0.127]	[123]	[0.738]	0.9392
0.80	2	7	[20, 10]	[0.127, 0.069]	[123]	[0.743]	0.9392
0.80	2	8	[20, 10]	[0.130, 0.072]	[123]	[0.746]	0.9475
0.80	2	9	[20, 10]	[0.130, 0.066]	[123]	[0.746]	0.9420
0.80	2	10	[10, 20]	[0.069, 0.130]	[123]	[0.740]	0.9392
0.80	3	1	[15, 15]	[0.105, 0.091]	[123]	[0.760]	0.9558
0.80	3	2	[15, 15]	[0.099, 0.105]	[123]	[0.751]	0.9558
0.80	3	3	[15, 15]	[0.097, 0.102]	[123]	[0.757]	0.9558
0.80	3	4	[15, 15]	[0.097, 0.108]	[123]	[0.743]	0.9475
0.80	3	5	[15, 15]	[0.102, 0.105]	[123]	[0.749]	0.9558
0.80	3	6	[15, 15]	[0.097, 0.108]	[123]	[0.740]	0.9448
0.80	3	7	[15, 15]	[0.102, 0.097]	[123]	[0.746]	0.9448
0.80	3	8	[15, 15]	[0.099, 0.099]	[123]	[0.751]	0.9503
0.80	3	9	[15, 15]	[0.105, 0.097]	[123]	[0.760]	0.9613
0.80	3	10	[15, 15]	[0.102, 0.091]	[123]	[0.754]	0.9475
0.80	4	1	[30]	[0.188]	[123]	[0.749]	0.9365
0.80	4	2	[30]	[0.196]	[123]	[0.754]	0.9503
0.80	4	3	[30]	[0.199]	[123]	[0.746]	0.9448
0.80	4	4	[10, 20]	[0.066, 0.133]	[123]	[0.749]	0.9475
0.80	4	5	[30]	[0.207]	[123]	[0.738]	0.9448
0.80	4	6	[30]	[0.202]	[123]	[0.740]	0.9420
0.80	4	7	[30]	[0.199]	[123]	[0.735]	0.9337
0.80	4	8	[30]	[0.204]	[123]	[0.743]	0.9475
0.80	4	9	[30]	[0.202]	[123]	[0.754]	0.9558
0.80	4	10	[19, 11]	[0.122, 0.077]	[123]	[0.751]	0.9503
0.80	5	1	[30]	[0.185]	[123]	[0.768]	0.9530
0.80	5	2	[30]	[0.180]	[123]	[0.768]	0.9475
0.80	5	3	[30]	[0.180]	[123]	[0.762]	0.9420
0.80	5	4	[30]	[0.180]	[123]	[0.768]	0.9475
0.80	5	5	[30]	[0.185]	[123]	[0.765]	0.9503
0.80	5	6	[30]	[0.182]	[123]	[0.762]	0.9448
0.80	5	7	[30]	[0.185]	[123]	[0.765]	0.9503
0.80	5	8	[30]	[0.185]	[123]	[0.760]	0.9448
0.80	5	9	[30]	[0.185]	[123]	[0.760]	0.9448
0.80	5	10	[30]	[0.185]	[123]	[0.771]	0.9558
0.80	6	1	[30]	[0.188]	[123]	[0.754]	0.9420
0.80	6	2	[30]	[0.188]	[123]	[0.768]	0.9558
0.80	6	3	[30]	[0.188]	[123]	[0.760]	0.9475
0.80	6	4	[30]	[0.193]	[123]	[0.762]	0.9558
0.80	6	5	[30]	[0.191]	[123]	[0.757]	0.9475
0.80	6	6	[30]	[0.191]	[123]	[0.762]	0.9530
0.80	6	7	[30]	[0.191]	[123]	[0.762]	0.9530
0.80	6	8	[30]	[0.188]	[123]	[0.768]	0.9558
0.80	6	9	[30]	[0.193]	[123]	[0.762]	0.9558
0.80	6	10	[30]	[0.193]	[123]	[0.760]	0.9530
0.80	1	1	[30]	[0.191]	[123]	[0.768]	0.9586
0.80	1	2	[30]	[0.196]	[123]	[0.765]	0.9613
0.80	1	3	[30]	[0.191]	[123]	[0.757]	0.9475
0.80	1	4	[30]	[0.199]	[123]	[0.751]	0.9503
0.80	1	5	[30]	[0.202]	[123]	[0.740]	0.9420
0.80	1	6	[30]	[0.196]	[123]	[0.754]	0.9503
0.80	1	7	[30]	[0.193]	[123]	[0.762]	0.9558
0.80	1	8	[30]	[0.191]	[123]	[0.760]	0.9503
0.80	1	9	[30]	[0.199]	[123]	[0.762]	0.9613
0.80	1	10	[30]	[0.196]	[123]	[0.751]	0.9475
0.80	2	1	[1, 29]	[0.008, 0.185]	[123]	[0.757]	0.9503
0.80	2	2	[29, 1]	[0.182, 0.008]	[123]	[0.760]	0.9503
0.80	2	3	[28, 1, 1]	[0.171, 0.008, 0.006]	[123]	[0.762]	0.9475
0.80	2	4	[29, 1]	[0.185, 0.008]	[123]	[0.757]	0.9503
